Slice;Time;r_20181219_09;c_20181219_09;g_20181219_09;r_20181219_16;c_20181219_16;g_20181219_16;r_20190429_05;c_20190429_05;g_20190429_05;r_20190429_06a;c_20190429_06a;g_20190429_06a;r_20190429_08;c_20190429_08;g_20190429_08;g_20190429_09;r_20190429_12a;c_20190429_12a;g_20190429_12a;r_20190429_13;c_20190429_13;g_20190429_13;r_20190429_14;c_20190429_14;g_20190429_14;r_20190731_20b;c_20190731_20b;r_20190806_06;c_20190806_06;r_20190806_20a;c_20190806_20a;r_20200801_01a;c_20200801_01a;g_20200801_01a;r_20200801_01b;c_20200801_01b;g_20200801_01b;r_20200801_02;c_20200801_02;g_20200801_02;r_20200801_03;c_20200801_03;g_20200801_03;r_20200801_04;c_20200801_04;g_20200801_04;r_20200801_10;c_20200801_10;g_20200801_10;r_20200801_11;c_20200801_11;g_20200801_11;r_20200801_12;c_20200801_12;g_20200801_12;r_20200801_13;c_20200801_13;g_20200801_13;r_20200801_14;c_20200801_14;g_20200801_14;r_20200801_16;c_20200801_16;g_20200801_16;r_20200801_17a;c_20200801_17a;g_20200801_17a;r_20200801_18a;c_20200801_18a;g_20200801_18a;r_20200801_19;c_20200801_19;g_20200801_19;r_20200801_20a;c_20200801_20a;g_20200801_20a;;r_20181219_01b;c_20181219_01b;r_20181219_04b;c_20181219_04b;r_20181219_5;c_20181219_5;r_20181219_8;c_20181219_8;r_20181219_12;c_20181219_12;r_20181219_14;c_20181219_14;r_20190131_3;c_20190131_3;r_20190131_5;c_20190131_5;r_20190131_8II;c_20190131_8II;r_20190322_4;c_20190322_4;r_20190322_7;c_20190322_7;r_20190429_11;c_20190429_11;r_20190731_3;c_20190731_3;r_20190731_7;c_20190731_7;r_20190731_8I;c_20190731_8I;r_20190731_9;c_20190731_9;r_20190731_11;c_20190731_11;r_20190731_12;c_20190731_12;r_20190731_13;c_20190731_13;r_20190731_15;c_20190731_13;r_20190731_18;c_20190731_18;r_20190731_19;c_20190731_19;r_20190731_21;c_20190731_21
176;875;;;;;;;0;0;7705;0;0;3277;0;0;4303;8134;1;1;6939;0;0;7226;;;;-1;-1;;;0;0;0;0;2464;1;8;2962;0;0;2653;;;;;;;-1;-1;2844;;;;0;0;2330;0;0;2581;1;2;4124;1;4;3347;;;;;;;0;0;2399;0;0;2845;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
177;880;;;;;;;0;0;7486;0;0;3162;0;0;4161;8460;1;1;6243;0;0;7236;;;;;;;;0;0;0;0;2458;1;8;3047;0;0;2684;;;;;;;;;;;;;0;0;2258;0;0;2647;1;2;3947;1;4;3513;;;;;;;0;0;2334;0;0;2712;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
178;885;;;;;;;0;0;7452;0;0;3115;0;0;4066;8390;1;1;6420;0;0;7185;;;;;;;;0;0;0;0;2472;1;8;3075;0;0;2630;;;;;;;;;;;;;0;0;2315;0;0;2526;1;2;4128;1;4;3469;;;;;;;0;0;2349;0;0;2920;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
179;890;;;;;;;0;0;7601;0;0;3035;0;0;4291;8858;1;1;6256;0;0;7354;;;;;;;;0;0;0;0;2550;1;8;3198;0;0;2750;;;;;;;;;;;;;0;0;2301;0;0;2643;1;2;3731;1;4;3190;;;;;;;0;0;2387;0;0;2741;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
180;895;;;;;;;0;0;7781;0;0;3129;0;0;4335;9595;1;1;5898;0;0;6647;;;;;;;;0;0;0;0;2431;1;7;3195;0;0;2705;;;;;;;;;;;;;0;0;2321;0;0;2536;1;2;3587;1;4;3568;;;;;;;0;0;2353;0;0;2893;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
181;900;;;;;;;0;0;7751;0;0;2978;0;0;4271;9670;1;1;5848;0;0;7105;;;;;;;;0;0;0;0;2497;1;6;3525;0;0;2720;;;;;;;;;;;;;0;0;2341;0;0;2508;1;2;3387;1;3;3113;;;;;;;0;0;2404;0;0;2732;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
182;905;;;;;;;0;0;7461;0;0;3087;0;0;4596;10651;1;1;6496;0;0;7597;;;;;;;;0;0;0;0;2455;1;6;3191;0;0;2692;;;;;;;;;;;;;0;0;2363;0;0;2514;1;2;3274;1;2;3290;;;;;;;0;0;2332;0;0;2732;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
183;910;;;;;;;0;0;6854;0;0;3240;0;0;4299;11141;1;1;5486;0;0;6835;;;;;;;;0;0;0;0;2542;1;6;3557;0;0;2713;;;;;;;;;;;;;0;0;2274;0;0;2579;0;0;2904;1;2;2926;;;;;;;0;0;2387;-1;-1;2337;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
184;915;;;;;;;0;0;7084;0;0;3118;0;0;4481;11705;1;1;6695;0;0;6934;;;;;;;;-1;-1;0;0;2458;1;6;3369;0;0;2677;;;;;;;;;;;;;0;0;2314;0;0;2532;0;0;2808;1;2;2761;;;;;;;0;0;2358;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
185;920;;;;;;;0;0;7310;0;0;3291;0;0;4428;11900;1;1;5945;0;0;7187;;;;;;;;;;0;0;2445;1;6;3289;0;0;2688;;;;;;;;;;;;;0;0;2308;0;0;2588;0;0;2830;0;0;2543;;;;;;;0;0;2368;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
186;925;;;;;;;0;0;7255;0;0;3100;0;0;4388;12170;1;1;6186;0;0;7118;;;;;;;;;;0;0;2471;1;5;3157;0;0;2735;;;;;;;;;;;;;0;0;2338;0;0;2544;0;0;2856;0;0;2637;;;;;;;0;0;2310;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
187;930;;;;;;;0;0;6582;0;0;3008;0;0;4331;8494;1;1;6309;0;0;7079;;;;;;;;;;0;0;2465;1;5;3031;0;0;2701;;;;;;;;;;;;;0;0;2323;0;0;2564;0;0;2897;0;0;2562;;;;;;;0;0;2408;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
188;935;;;;;;;0;0;6797;0;0;3093;0;0;4695;8902;1;1;6145;0;0;6709;;;;;;;;;;0;0;2495;1;5;3098;0;0;2852;;;;;;;;;;;;;-1;-1;2346;0;0;2506;0;0;2761;0;0;2549;;;;;;;0;0;2366;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
189;940;;;;;;;0;0;7258;0;0;3032;0;0;4501;8065;0;0;5832;0;0;6661;;;;;;;;;;0;0;2511;1;5;3346;0;0;2811;;;;;;;;;;;;;;;;0;0;2576;0;0;2901;0;0;2542;;;;;;;0;0;2412;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
190;945;;;;;;;0;0;6947;0;0;3214;0;0;4461;7746;0;0;5291;0;0;6875;;;;;;;;;;0;0;2524;1;5;3289;-1;-1;2502;;;;;;;;;;;;;;;;0;0;2560;0;0;2843;0;0;2518;;;;;;;-1;-1;2421;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
191;950;;;;;;;0;0;6563;0;0;3054;0;0;4602;8299;0;0;5846;0;0;6762;;;;;;;;;;0;0;2574;1;5;3377;;;;;;;;;;;;;;;;;;;0;0;2556;0;0;2897;0;0;2501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
192;955;;;;;;;0;0;6972;0;0;3020;0;0;4441;7349;0;0;5743;0;0;6676;;;;;;;;;;0;0;2523;1;5;3162;;;;;;;;;;;;;;;;;;;0;0;2547;0;0;2820;0;0;2567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
193;960;;;;;;;0;0;7166;0;0;2967;-1;-1;3670;7328;0;0;5666;0;0;7052;;;;;;;;;;0;0;2548;1;3;3103;;;;;;;;;;;;;;;;;;;0;0;2677;0;0;2841;0;0;2586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;
194;965;;;;;;;0;0;7144;0;0;2960;;;;7286;0;0;6065;0;0;6933;;;;;;;;;;-1;-1;2387;1;2;3258;;;;;;;;;;;;;;;;;;;0;0;2514;0;0;2815;0;0;2564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
195;970;;;;;;;0;0;6970;0;0;3100;;;;7336;0;0;5532;0;0;7056;;;;;;;;;;;;;1;1;2914;;;;;;;;;;;;;;;;;;;0;0;2585;0;0;2756;0;0;2474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
196;975;;;;;;;0;0;6937;0;0;2859;;;;7882;0;0;5646;0;0;6799;;;;;;;;;;;;;0;0;3019;;;;;;;;;;;;;;;;;;;0;0;2532;0;0;2716;0;0;2553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
197;980;;;;;;;0;0;7114;-1;-1;2592;;;;7364;0;0;5615;0;0;7295;;;;;;;;;;;;;0;0;2909;;;;;;;;;;;;;;;;;;;0;0;2613;0;0;2773;0;0;2550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
198;985;;;;;;;0;0;6866;;;;;;;7650;0;0;5758;0;0;7325;;;;;;;;;;;;;0;0;2986;;;;;;;;;;;;;;;;;;;-1;-1;2417;0;0;2851;0;0;2603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
199;990;;;;;;;0;0;6943;;;;;;;7487;0;0;5665;0;0;7228;;;;;;;;;;;;;0;0;2783;;;;;;;;;;;;;;;;;;;;;;0;0;2759;0;0;2573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
200;995;;;;;;;0;0;6906;;;;;;;6735;0;0;5522;0;0;7180;;;;;;;;;;;;;0;0;3000;;;;;;;;;;;;;;;;;;;;;;0;0;2803;0;0;2621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
201;1000;;;;;;;0;0;7607;;;;;;;7435;0;0;5566;0;0;7491;;;;;;;;;;;;;0;0;2811;;;;;;;;;;;;;;;;;;;;;;0;0;2740;0;0;2531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
202;1005;;;;;;;0;0;7186;;;;;;;6997;0;0;5743;0;0;7655;;;;;;;;;;;;;0;0;2934;;;;;;;;;;;;;;;;;;;;;;0;0;2822;0;0;2602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
203;1010;;;;;;;0;0;6825;;;;;;;6825;0;0;5417;0;0;7604;;;;;;;;;;;;;0;0;2723;;;;;;;;;;;;;;;;;;;;;;0;0;2864;0;0;2653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
204;1015;;;;;;;0;0;6991;;;;;;;6597;0;0;5538;0;0;7667;;;;;;;;;;;;;0;0;2730;;;;;;;;;;;;;;;;;;;;;;0;0;2833;0;0;2622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
205;1020;;;;;;;0;0;7539;;;;;;;7136;0;0;5653;0;0;7626;;;;;;;;;;;;;0;0;2816;;;;;;;;;;;;;;;;;;;;;;0;0;2876;0;0;2588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
206;1025;;;;;;;0;0;7670;;;;;;;6992;0;0;5542;0;0;7415;;;;;;;;;;;;;0;0;2756;;;;;;;;;;;;;;;;;;;;;;0;0;2846;0;0;2569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
207;1030;;;;;;;0;0;7206;;;;;;;6695;0;0;5611;-1;-1;6197;;;;;;;;;;;;;0;0;2769;;;;;;;;;;;;;;;;;;;;;;0;0;2905;0;0;2636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
208;1035;;;;;;;0;0;7689;;;;;;;6643;0;0;5675;;;;;;;;;;;;;;;;0;0;2739;;;;;;;;;;;;;;;;;;;;;;0;0;2890;0;0;2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
209;1040;;;;;;;0;0;7224;;;;;;;6444;0;0;5145;;;;;;;;;;;;;;;;0;0;2691;;;;;;;;;;;;;;;;;;;;;;0;0;2827;0;0;2581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
210;1045;;;;;;;-1;-1;6226;;;;;;;6555;-1;-1;4591;;;;;;;;;;;;;;;;0;0;2701;;;;;;;;;;;;;;;;;;;;;;0;0;2766;0;0;2608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
211;1050;;;;;;;;;;;;;;;;6680;;;;;;;;;;;;;;;;;;;-1;-1;2722;;;;;;;;;;;;;;;;;;;;;;-1;-1;2963;0;0;2605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
212;1055;;;;;;;;;;;;;;;;6804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
213;1060;;;;;;;;;;;;;;;;6569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
214;1065;;;;;;;;;;;;;;;;5958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;-1;2520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
215;1070;;;;;;;;;;;;;;;;6019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
216;1075;;;;;;;;;;;;;;;;6049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
217;1080;;;;;;;;;;;;;;;;7074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
218;1085;;;;;;;;;;;;;;;;7278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
219;1090;;;;;;;;;;;;;;;;7222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;
220;1095;;;;;;;;;;;;;;;;6945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
221;1100;;;;;;;;;;;;;;;;7444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
222;1105;;;;;;;;;;;;;;;;7408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
223;1110;;;;;;;;;;;;;;;;7177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
224;1115;;;;;;;;;;;;;;;;6056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
225;1120;;;;;;;;;;;;;;;;7650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
226;1125;;;;;;;;;;;;;;;;7499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
227;1130;;;;;;;;;;;;;;;;7913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
228;1135;;;;;;;;;;;;;;;;6143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
229;1140;;;;;;;;;;;;;;;;4667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
230;1145;;;;;;;;;;;;;;;;5129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
231;1150;;;;;;;;;;;;;;;;5062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
232;1155;;;;;;;;;;;;;;;;6028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
233;1160;;;;;;;;;;;;;;;;5388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
234;1165;;;;;;;;;;;;;;;;5940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
235;1170;;;;;;;;;;;;;;;;5069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
236;1175;;;;;;;;;;;;;;;;5512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
237;1180;;;;;;;;;;;;;;;;5027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;
238;1185;;;;;;;;;;;;;;;;5498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;
239;1190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;1195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;1205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;1210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;1215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;1220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;1225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;1230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;1235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;1240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;1245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;1255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;1260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;1265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;1270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;1275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;1280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;1285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;1290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;1295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;1305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;1310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
